aqi,so2,co,pm10,no2,o3(8h),pm25,Class
33,2,3,13,15,33,29,1
33,8,1,15,15,33,17,1
33,0,2,15,15,33,11,1
33,2,2,15,15,33,32,1
33,2,2,15,15,33,30,1
33,2,2,15,15,33,11,1
33,2,5,15,15,33,22,1
33,5,1,16,15,33,31,1
33,2,2,16,15,33,16,1
33,0,1,18,15,33,33,1
33,2,1,20,15,33,26,1
33,2,2,21,15,33,23,1
35,5,1,23,15,33,35,1
33,2,2,24,15,33,28,1
51,2,2,25,15,33,51,2
33,2,2,25,15,33,31,1
33,2,1,30,15,33,14,1
59,5,2,30,15,33,59,2
39,5,3,31,15,33,39,1
37,5,3,37,15,33,20,1
49,2,2,40,15,33,49,1
67,2,2,43,15,33,67,2
33,2,1,2,17,33,6,1
33,0,1,4,17,33,6,1
33,5,2,6,17,33,12,1
33,2,1,9,17,33,19,1
33,5,2,10,17,33,10,1
33,5,2,10,17,33,15,1
33,2,3,10,17,33,26,1
33,0,2,11,17,33,21,1
33,2,2,11,17,33,16,1
33,5,1,12,17,33,26,1
33,5,2,13,17,33,28,1
33,0,1,14,17,33,16,1
33,10,1,15,17,33,24,1
37,2,3,15,17,33,37,1
33,2,2,16,17,33,23,1
33,2,2,16,17,33,18,1
33,0,1,17,17,33,18,1
33,0,2,17,17,33,26,1
39,2,1,18,17,33,39,1
33,2,2,18,17,33,28,1
39,8,3,18,17,33,39,1
33,2,1,21,17,33,31,1
33,2,1,21,17,33,26,1
33,0,2,25,17,33,23,1
40,5,3,25,17,33,40,1
56,2,2,30,17,33,56,2
36,5,2,30,17,33,36,1
66,5,3,31,17,33,66,2
53,2,2,35,17,33,53,2
54,2,3,42,17,33,54,2
57,2,3,45,17,33,57,2
64,2,1,64,17,33,36,2
33,0,3,7,18,33,17,1
33,0,5,7,18,33,22,1
33,2,2,8,18,33,25,1
33,2,2,9,18,33,10,1
33,2,2,10,18,33,13,1
33,2,3,10,18,33,20,1
33,2,2,11,18,33,10,1
33,2,2,11,18,33,11,1
33,2,2,11,18,33,18,1
33,2,1,12,18,33,6,1
33,2,3,12,18,33,27,1
33,2,2,13,18,33,22,1
33,0,1,14,18,33,19,1
33,2,1,14,18,33,28,1
33,2,2,14,18,33,18,1
33,2,2,14,18,33,17,1
33,0,3,14,18,33,21,1
33,5,2,15,18,33,21,1
40,2,1,16,18,33,40,1
40,2,2,16,18,33,40,1
33,10,2,16,18,33,26,1
33,5,1,17,18,33,28,1
33,2,3,17,18,33,33,1
33,0,1,20,18,33,29,1
33,5,2,20,18,33,19,1
33,2,2,21,18,33,27,1
57,2,3,21,18,33,57,2
34,2,1,22,18,33,34,1
51,2,3,22,18,33,51,2
45,2,2,25,18,33,45,1
72,5,2,35,18,33,72,2
81,2,5,41,18,33,81,2
77,5,2,43,18,33,77,2
79,2,2,44,18,33,79,2
71,12,2,44,18,33,71,2
33,0,2,1,20,33,7,1
33,2,2,3,20,33,3,1
33,0,3,8,20,33,22,1
33,0,3,9,20,33,4,1
33,5,2,10,20,33,12,1
33,2,3,11,20,33,22,1
33,2,1,12,20,33,23,1
33,8,2,13,20,33,31,1
33,2,2,14,20,33,19,1
33,0,2,15,20,33,,1
33,2,1,16,20,33,21,1
33,8,2,16,20,33,19,1
33,5,3,17,20,33,9,1
33,2,2,19,20,33,24,1
33,2,5,19,20,33,31,1
34,2,2,21,20,33,34,1
40,12,2,21,20,33,40,1
33,20,3,21,20,33,28,1
33,2,1,23,20,33,31,1
34,0,2,23,20,33,34,1
50,2,2,23,20,33,50,1
33,8,2,23,20,33,31,1
33,2,3,23,20,33,29,1
42,5,2,24,20,33,42,1
61,5,2,28,20,33,61,2
60,2,3,28,20,33,60,2
57,5,2,33,20,33,57,2
33,2,1,10,22,33,27,1
33,2,2,10,22,33,14,1
33,2,1,11,22,33,14,1
33,2,3,11,22,33,28,1
33,2,5,11,22,33,20,1
33,8,2,12,22,33,14,1
33,8,1,14,22,33,21,1
33,2,2,14,22,33,15,1
33,0,2,15,22,33,17,1
33,2,2,15,22,33,30,1
33,2,2,15,22,33,16,1
33,8,2,15,22,33,15,1
33,0,3,15,22,33,19,1
33,2,1,16,22,33,30,1
36,0,2,16,22,33,36,1
33,0,1,18,22,33,21,1
51,5,2,20,22,33,51,2
45,5,2,22,22,33,45,1
33,5,3,24,22,33,25,1
75,8,2,29,22,33,75,2
64,2,3,29,22,33,64,2
51,5,5,30,22,33,51,2
66,8,2,37,22,33,66,2
74,2,5,37,22,33,74,2
61,8,5,41,22,33,61,2
33,2,3,7,23,33,16,1
33,2,1,8,23,33,18,1
33,8,1,12,23,33,25,1
33,2,2,12,23,33,28,1
33,2,2,12,23,33,18,1
33,5,2,12,23,33,17,1
33,8,2,12,23,33,16,1
33,2,3,12,23,33,25,1
33,0,2,13,23,33,8,1
33,5,2,13,23,33,11,1
33,2,3,13,23,33,23,1
33,0,2,14,23,33,24,1
33,2,2,15,23,33,19,1
33,2,3,15,23,33,24,1
33,5,3,16,23,33,27,1
33,2,2,17,23,33,24,1
33,10,3,17,23,33,33,1
33,2,2,18,23,33,22,1
33,5,2,18,23,33,24,1
33,10,3,18,23,33,21,1
45,2,6,18,23,33,45,1
33,5,2,19,23,33,31,1
33,10,2,20,23,33,31,1
33,8,2,21,23,33,23,1
33,2,5,21,23,33,31,1
33,2,2,22,23,33,28,1
53,2,2,24,23,33,53,2
33,5,2,24,23,33,23,1
33,5,3,24,23,33,32,1
66,2,2,26,23,33,66,2
65,2,3,26,23,33,65,2
33,5,3,26,23,33,30,1
36,8,2,28,23,33,36,1
56,0,3,28,23,33,56,2
47,2,5,28,23,33,47,1
43,5,3,30,23,33,43,1
72,8,2,33,23,33,72,2
43,5,5,34,23,33,43,1
65,2,3,39,23,33,65,2
78,2,5,46,23,33,78,2
66,5,5,46,23,33,66,2
33,0,5,7,25,33,21,1
33,5,2,11,25,33,16,1
33,5,2,12,25,33,13,1
33,2,3,12,25,33,30,1
33,0,2,13,25,33,17,1
33,0,2,14,25,33,23,1
33,2,2,14,25,33,19,1
41,2,3,14,25,33,41,1
33,5,3,14,25,33,31,1
33,2,2,15,25,33,30,1
33,8,1,17,25,33,32,1
33,2,3,17,25,33,23,1
33,2,5,18,25,33,21,1
33,2,3,19,25,33,26,1
40,5,2,20,25,33,40,1
41,2,3,20,25,33,41,1
45,5,3,22,25,33,45,1
58,10,3,24,25,33,58,2
43,10,3,25,25,33,43,1
33,2,2,26,25,33,29,1
56,2,5,26,25,33,56,2
42,8,2,30,25,33,42,1
64,2,3,31,25,33,64,2
69,2,2,33,25,33,69,2
68,5,3,34,25,33,68,2
55,2,5,40,25,33,55,2
67,2,5,48,25,33,67,2
33,2,5,6,27,33,19,1
33,5,2,8,27,33,15,1
33,2,2,12,27,33,8,1
33,2,2,12,27,33,19,1
33,10,3,13,27,33,29,1
33,5,3,14,27,33,18,1
33,2,3,15,27,33,33,1
33,5,3,15,27,33,32,1
33,2,3,16,27,33,20,1
33,2,3,17,27,33,22,1
33,5,3,17,27,33,23,1
33,2,3,18,27,33,29,1
33,2,2,19,27,33,27,1
36,0,3,19,27,33,36,1
33,2,2,20,27,33,33,1
33,2,2,21,27,33,27,1
37,5,2,21,27,33,37,1
53,0,3,22,27,33,53,2
47,0,3,22,27,33,47,1
33,5,2,23,27,33,32,1
49,8,5,26,27,33,49,1
63,2,3,36,27,33,63,2
53,10,3,38,27,33,53,2
47,5,3,39,27,33,47,1
42,5,2,42,27,33,30,1
80,5,2,44,27,33,80,2
33,5,3,4,28,33,13,1
33,2,2,5,28,33,15,1
33,2,5,6,28,33,14,1
33,2,3,8,28,33,9,1
33,2,3,10,28,33,14,1
33,2,3,10,28,33,6,1
33,2,3,11,28,33,24,1
34,5,6,17,28,33,34,1
33,5,6,17,28,33,31,1
35,2,1,19,28,33,35,1
44,2,3,19,28,33,44,1
35,5,2,21,28,33,35,1
33,0,3,21,28,33,28,1
33,2,3,21,28,33,33,1
41,5,2,22,28,33,41,1
33,8,2,22,28,33,27,1
33,10,1,23,28,33,30,1
33,2,2,27,28,33,33,1
33,2,3,27,28,33,32,1
47,5,3,27,28,33,47,1
42,5,6,29,28,33,42,1
48,2,3,30,28,33,48,1
55,2,3,31,28,33,55,2
46,2,3,34,28,33,46,1
51,2,2,38,28,33,51,2
69,8,5,38,28,33,69,2
87,2,2,40,28,33,87,2
74,2,5,42,28,33,74,2
33,2,2,9,30,33,16,1
33,2,3,9,30,33,19,1
33,15,3,11,30,33,17,1
33,5,2,12,30,33,17,1
33,8,3,12,30,33,25,1
33,2,3,13,30,33,27,1
37,12,6,14,30,33,37,1
33,8,1,19,30,33,23,1
36,2,2,19,30,33,36,1
33,5,2,19,30,33,26,1
33,2,3,19,30,33,23,1
33,5,3,20,30,33,33,1
40,2,3,22,30,33,40,1
44,2,5,23,30,33,44,1
46,5,3,27,30,33,46,1
56,8,5,29,30,33,56,2
67,2,3,39,30,33,67,2
55,10,3,42,30,33,55,2
78,2,5,42,30,33,78,2
85,5,3,47,30,33,85,2
126,2,6,64,30,33,126,3
33,2,2,5,32,33,6,1
33,2,3,12,32,33,21,1
33,2,2,13,32,33,32,1
33,5,3,14,32,33,26,1
35,2,5,17,32,33,35,1
33,2,5,17,32,33,25,1
33,8,2,18,32,33,28,1
33,2,3,20,32,33,26,1
33,5,2,22,32,33,30,1
45,10,3,30,32,33,45,1
70,2,3,32,32,33,70,2
61,8,2,35,32,33,61,2
62,5,3,39,32,33,62,2
59,10,6,41,32,33,59,2
59,12,3,47,32,33,59,2
119,2,6,61,32,33,119,3
33,22,1,8,33,33,18,1
33,0,2,12,33,33,17,1
33,0,3,12,33,33,25,1
33,2,2,13,33,33,20,1
33,5,3,13,33,33,14,1
33,2,3,14,33,33,23,1
33,2,5,14,33,33,31,1
33,2,3,15,33,33,32,1
33,2,5,15,33,33,25,1
33,5,3,17,33,33,19,1
33,2,3,18,33,33,22,1
33,5,3,18,33,33,14,1
42,2,5,18,33,33,42,1
33,2,2,19,33,33,25,1
38,2,5,20,33,33,38,1
45,2,7,20,33,33,45,1
43,0,2,23,33,33,43,1
33,2,5,23,33,33,30,1
38,18,3,27,33,33,38,1
60,2,5,33,33,33,60,2
55,28,3,36,33,33,55,2
74,8,5,42,33,33,74,2
35,5,5,7,35,33,9,1
35,2,6,9,35,33,23,1
35,10,2,10,35,33,18,1
35,2,5,13,35,33,8,1
35,2,3,14,35,33,14,1
35,0,5,14,35,33,13,1
35,10,5,17,35,33,26,1
35,2,6,18,35,33,33,1
49,18,2,25,35,33,49,1
62,5,3,30,35,33,62,2
42,8,3,35,35,33,42,1
71,5,3,45,35,33,71,2
83,10,5,54,35,33,83,2
81,5,6,55,35,33,81,2
37,2,5,6,37,33,12,1
37,2,5,9,37,33,19,1
37,2,5,11,37,33,16,1
37,2,3,13,37,33,24,1
37,5,2,15,37,33,20,1
37,5,3,16,37,33,23,1
37,2,5,19,37,33,31,1
37,2,5,20,37,33,26,1
37,5,5,20,37,33,36,1
51,10,3,22,37,33,51,2
48,5,3,24,37,33,48,1
52,2,5,26,37,33,52,2
55,8,3,34,37,33,55,2
62,2,3,35,37,33,62,2
104,5,5,49,37,33,104,3
79,5,6,56,37,33,79,2
38,0,2,4,38,33,5,1
38,2,2,9,38,33,19,1
38,5,3,9,38,33,17,1
38,5,3,12,38,33,19,1
38,2,2,14,38,33,11,1
38,2,3,18,38,33,27,1
49,2,3,19,38,33,49,1
38,5,5,19,38,33,29,1
38,8,3,20,38,33,35,1
38,5,3,21,38,33,27,1
38,2,3,22,38,33,20,1
38,2,3,23,38,33,30,1
38,5,5,23,38,33,29,1
38,2,3,26,38,33,33,1
48,2,6,27,38,33,48,1
50,2,5,33,38,33,50,1
55,5,3,34,38,33,55,2
40,10,3,15,40,33,28,1
40,2,5,20,40,33,32,1
40,5,3,21,40,33,24,1
40,5,6,21,40,33,32,1
40,10,2,25,40,33,30,1
63,5,5,34,40,33,63,2
59,8,3,37,40,33,59,2
61,5,3,38,40,33,61,2
82,5,5,49,40,33,82,2
42,10,6,14,42,33,21,1
42,32,2,15,42,33,23,1
42,2,3,18,42,33,29,1
42,10,3,18,42,33,23,1
51,20,3,22,42,33,51,2
42,2,3,31,42,33,38,1
45,5,3,31,42,33,45,1
62,2,5,41,42,33,62,2
67,10,5,42,42,33,67,2
43,5,6,13,43,33,13,1
55,5,6,33,43,33,55,2
69,5,7,37,43,33,69,2
45,2,3,9,45,33,19,1
45,0,3,12,45,33,24,1
45,5,6,20,45,33,39,1
45,5,3,23,45,33,23,1
45,2,5,25,45,33,44,1
51,2,5,28,45,33,51,2
62,2,3,30,45,33,62,2
47,8,2,10,47,33,21,1
47,2,3,12,47,33,29,1
47,2,6,14,47,33,18,1
47,2,5,21,47,33,31,1
55,8,5,26,47,33,55,2
65,5,6,29,47,33,65,2
66,2,7,32,47,33,66,2
54,2,6,35,47,33,54,2
65,5,6,35,47,33,65,2
85,8,7,45,47,33,85,2
48,2,3,13,48,33,23,1
48,5,5,14,48,33,27,1
48,2,5,15,48,33,38,1
48,2,6,21,48,33,28,1
49,2,5,35,48,33,49,1
64,2,7,39,48,33,64,2
50,2,5,15,50,33,25,1
50,5,5,15,50,33,22,1
51,12,8,22,50,33,51,2
62,2,7,31,50,33,62,2
72,8,7,37,50,33,72,2
60,5,7,41,50,33,60,2
51,5,5,13,51,33,30,2
51,0,3,14,51,33,27,2
51,2,6,19,51,33,22,2
57,5,6,34,51,33,57,2
67,2,7,34,51,33,67,2
90,12,6,63,51,33,90,2
52,0,3,10,52,33,22,2
52,0,5,13,52,33,14,2
52,8,7,16,52,33,26,2
52,2,5,17,52,33,37,2
52,2,6,18,52,33,44,2
63,5,6,27,52,33,63,2
52,2,5,31,52,33,47,2
61,5,5,32,53,33,61,2
90,8,6,43,53,33,90,2
54,20,6,16,54,33,34,2
54,2,6,28,54,33,42,2
55,2,6,18,55,33,31,2
55,2,6,18,55,33,26,2
55,8,7,20,55,33,36,2
55,2,6,27,55,33,52,2
55,22,5,33,55,33,55,2
88,5,7,43,55,33,88,2
56,0,5,16,56,33,22,2
58,5,7,29,56,33,58,2
97,20,7,52,56,33,97,2
57,5,2,20,57,33,32,2
64,12,6,30,57,33,64,2
58,2,8,14,58,33,33,2
58,8,7,25,58,33,51,2
59,2,6,26,59,33,44,2
60,2,7,20,60,33,42,2
64,5,7,32,60,33,64,2
60,10,9,34,60,33,56,2
61,18,6,36,61,33,53,2
62,2,12,39,62,33,55,2
63,2,8,37,63,33,61,2
63,8,3,45,63,33,49,2
66,8,8,35,64,33,66,2
69,5,9,43,67,33,69,2
89,8,22,51,68,33,89,2
81,5,11,47,74,33,81,2
34,2,1,2,0,34,1,1
34,0,1,21,0,34,26,1
34,2,1,6,2,34,14,1
34,0,1,8,2,34,10,1
34,0,1,13,2,34,20,1
34,2,1,13,2,34,21,1
34,0,1,15,2,34,24,1
34,0,2,16,2,34,31,1
34,2,1,24,2,34,12,1
34,0,1,9,3,34,10,1
34,2,1,11,3,34,11,1
34,2,1,12,3,34,19,1
34,2,1,13,3,34,17,1
34,2,1,14,3,34,14,1
34,5,1,16,3,34,21,1
34,0,1,19,3,34,21,1
34,2,1,9,5,34,17,1
34,2,2,9,5,34,20,1
34,2,1,12,5,34,14,1
34,0,2,13,5,34,31,1
34,0,1,14,5,34,16,1
34,5,1,14,5,34,27,1
34,2,1,15,5,34,17,1
34,0,1,17,5,34,25,1
34,2,1,19,5,34,22,1
34,0,1,21,5,34,20,1
34,2,1,21,5,34,30,1
34,2,1,22,5,34,20,1
42,0,1,41,5,34,42,1
34,12,2,0,7,34,8,1
34,0,1,8,7,34,14,1
34,2,1,10,7,34,12,1
34,0,2,12,7,34,14,1
34,0,1,13,7,34,7,1
34,0,1,14,7,34,17,1
40,2,1,19,7,34,40,1
34,2,2,19,7,34,30,1
34,2,2,21,7,34,18,1
34,2,1,23,7,34,30,1
34,2,1,28,7,34,24,1
55,2,5,55,7,34,47,2
34,2,1,7,8,34,14,1
34,2,3,9,8,34,14,1
34,2,3,10,8,34,18,1
34,0,1,11,8,34,14,1
34,2,0,13,8,34,19,1
34,2,1,13,8,34,21,1
34,2,1,13,8,34,9,1
34,2,1,13,8,34,19,1
34,2,2,13,8,34,23,1
34,0,1,14,8,34,7,1
34,2,1,14,8,34,24,1
34,2,0,15,8,34,15,1
34,0,1,16,8,34,27,1
34,2,1,16,8,34,14,1
34,2,1,17,8,34,23,1
34,0,1,18,8,34,23,1
42,2,1,19,8,34,42,1
34,5,2,20,8,34,27,1
34,5,2,21,8,34,32,1
34,2,2,22,8,34,19,1
41,2,2,23,8,34,41,1
34,2,1,3,10,34,3,1
34,2,1,4,10,34,12,1
34,2,3,5,10,34,15,1
34,0,1,6,10,34,14,1
34,0,1,7,10,34,6,1
34,2,1,7,10,34,12,1
34,2,2,8,10,34,14,1
34,2,1,9,10,34,17,1
34,2,2,10,10,34,5,1
34,0,3,10,10,34,27,1
34,5,3,10,10,34,22,1
34,0,2,11,10,34,23,1
34,2,2,11,10,34,10,1
34,2,1,12,10,34,19,1
34,2,2,12,10,34,6,1
34,5,1,13,10,34,27,1
34,0,2,13,10,34,11,1
34,0,1,14,10,34,27,1
34,2,2,15,10,34,9,1
34,2,1,16,10,34,16,1
38,0,2,16,10,34,38,1
34,0,1,17,10,34,27,1
34,0,2,18,10,34,30,1
34,2,2,19,10,34,22,1
34,2,1,21,10,34,17,1
35,2,2,23,10,34,35,1
43,2,1,25,10,34,43,1
45,2,3,25,10,34,45,1
41,0,1,27,10,34,41,1
42,2,1,29,10,34,42,1
34,2,3,2,12,34,9,1
34,2,1,3,12,34,3,1
34,2,2,10,12,34,26,1
36,5,1,13,12,34,36,1
34,8,1,14,12,34,33,1
34,5,2,14,12,34,12,1
34,2,3,14,12,34,26,1
34,8,2,15,12,34,26,1
34,8,1,16,12,34,31,1
34,2,5,16,12,34,27,1
34,2,1,17,12,34,24,1
34,2,2,17,12,34,27,1
34,2,2,17,12,34,29,1
34,0,2,19,12,34,24,1
34,5,2,19,12,34,22,1
40,2,1,20,12,34,40,1
34,5,1,20,12,34,,1
39,2,3,20,12,34,39,1
42,2,1,22,12,34,42,1
34,2,1,22,12,34,34,1
53,2,2,22,12,34,53,2
34,2,2,22,12,34,15,1
42,2,2,26,12,34,42,1
44,8,2,32,12,34,44,1
73,10,2,36,12,34,73,2
34,2,3,5,13,34,10,1
34,2,1,6,13,34,4,1
34,2,3,9,13,34,14,1
34,0,1,10,13,34,7,1
34,2,1,10,13,34,19,1
34,0,2,10,13,34,28,1
34,5,2,10,13,34,25,1
34,2,3,10,13,34,33,1
34,5,1,12,13,34,24,1
34,8,1,12,13,34,15,1
34,2,1,14,13,34,17,1
34,5,1,14,13,34,17,1
34,10,2,14,13,34,,1
34,5,1,15,13,34,24,1
34,2,1,16,13,34,20,1
41,2,2,16,13,34,41,1
34,2,3,16,13,34,21,1
34,2,5,16,13,34,25,1
34,0,2,17,13,34,26,1
34,2,2,17,13,34,31,1
34,2,1,18,13,34,30,1
40,2,1,19,13,34,40,1
34,2,1,19,13,34,27,1
34,2,2,19,13,34,21,1
34,2,2,19,13,34,23,1
34,2,2,20,13,34,29,1
34,5,2,22,13,34,31,1
53,2,1,23,13,34,53,2
34,0,2,24,13,34,28,1
55,2,2,26,13,34,55,2
38,10,2,26,13,34,38,1
35,0,1,29,13,34,35,1
83,5,1,36,13,34,83,2
55,2,1,55,13,34,46,2
34,2,1,8,15,34,15,1
34,0,2,8,15,34,9,1
34,0,3,12,15,34,28,1
34,5,3,12,15,34,31,1
34,2,1,13,15,34,10,1
34,2,1,13,15,34,17,1
40,5,1,13,15,34,40,1
34,2,2,13,15,34,32,1
34,2,3,13,15,34,32,1
34,2,1,14,15,34,21,1
34,0,1,15,15,34,32,1
34,0,1,16,15,34,19,1
34,2,1,16,15,34,25,1
34,2,1,16,15,34,13,1
34,2,2,16,15,34,27,1
34,2,1,17,15,34,25,1
46,8,2,17,15,34,46,1
34,2,1,18,15,34,21,1
34,0,2,18,15,34,33,1
34,5,2,21,15,34,29,1
57,0,3,21,15,34,57,2
43,2,3,22,15,34,43,1
34,12,2,23,15,34,,1
39,15,2,25,15,34,39,1
34,10,1,29,15,34,19,1
57,2,2,40,15,34,57,2
72,2,2,41,15,34,72,2
99,2,5,46,15,34,99,2
107,2,2,107,15,34,45,3
34,2,2,4,17,34,14,1
34,2,1,6,17,34,4,1
34,10,1,6,17,34,14,1
34,0,1,7,17,34,17,1
34,2,1,8,17,34,8,1
34,0,2,9,17,34,13,1
39,2,3,9,17,34,39,1
34,2,2,10,17,34,7,1
34,5,2,11,17,34,24,1
34,2,3,11,17,34,12,1
36,2,5,11,17,34,36,1
34,2,2,12,17,34,17,1
34,5,2,13,17,34,26,1
34,2,1,14,17,34,25,1
34,2,2,14,17,34,21,1
34,2,1,15,17,34,33,1
34,0,2,15,17,34,20,1
34,12,2,15,17,34,21,1
34,2,3,15,17,34,19,1
34,0,1,16,17,34,20,1
34,2,1,16,17,34,28,1
34,5,2,16,17,34,30,1
34,2,1,17,17,34,19,1
34,8,2,17,17,34,30,1
34,10,0,18,17,34,24,1
38,5,1,22,17,34,38,1
40,5,5,24,17,34,40,1
66,8,2,33,17,34,66,2
70,10,2,34,17,34,70,2
46,5,2,46,17,34,22,1
34,0,1,6,18,34,8,1
34,0,2,6,18,34,9,1
34,2,2,10,18,34,19,1
34,5,2,10,18,34,13,1
34,2,1,11,18,34,20,1
34,2,3,13,18,34,16,1
35,2,1,14,18,34,35,1
34,2,2,15,18,34,12,1
34,2,3,16,18,34,19,1
34,2,2,18,18,34,19,1
34,12,2,18,18,34,19,1
34,5,1,19,18,34,24,1
37,2,2,21,18,34,37,1
34,8,2,21,18,34,33,1
36,2,3,21,18,34,36,1
34,12,2,22,18,34,30,1
38,2,1,23,18,34,38,1
60,5,3,23,18,34,60,2
61,2,3,24,18,34,61,2
60,2,2,25,18,34,60,2
49,0,3,26,18,34,49,1
56,2,2,27,18,34,56,2
53,2,2,28,18,34,53,2
50,5,2,28,18,34,50,1
53,2,3,31,18,34,53,2
52,2,3,38,18,34,52,2
46,2,3,43,18,34,46,1
62,2,2,49,18,34,62,2
34,8,1,6,20,34,5,1
37,2,3,11,20,34,37,1
34,2,2,14,20,34,22,1
34,0,2,15,20,34,34,1
34,2,2,16,20,34,27,1
34,0,1,18,20,34,13,1
34,2,2,19,20,34,26,1
38,2,5,19,20,34,38,1
34,8,1,20,20,34,22,1
34,2,3,21,20,34,31,1
57,5,5,26,20,34,57,2
62,2,2,28,20,34,62,2
34,2,3,30,20,34,19,1
34,5,3,33,20,34,27,1
41,5,3,35,20,34,41,1
88,12,2,41,20,34,88,2
46,0,2,45,20,34,46,1
104,5,5,50,20,34,104,3
34,2,5,9,22,34,17,1
34,2,3,10,22,34,14,1
34,2,2,11,22,34,13,1
34,5,1,12,22,34,15,1
34,2,2,13,22,34,14,1
34,8,2,14,22,34,25,1
34,2,3,14,22,34,16,1
34,5,1,15,22,34,16,1
34,2,2,15,22,34,13,1
34,2,2,15,22,34,30,1
34,2,2,15,22,34,24,1
34,8,2,15,22,34,17,1
34,12,3,16,22,34,19,1
34,2,2,17,22,34,18,1
34,2,2,21,22,34,28,1
34,0,1,22,22,34,22,1
34,2,2,22,22,34,31,1
34,5,2,24,22,34,28,1
56,2,3,24,22,34,56,2
48,2,3,24,22,34,48,1
42,2,3,24,22,34,42,1
48,8,2,26,22,34,48,1
52,5,1,32,22,34,52,2
75,10,2,34,22,34,75,2
51,2,3,34,22,34,51,2
55,5,2,37,22,34,55,2
84,10,3,45,22,34,84,2
61,5,5,47,22,34,61,2
34,0,2,11,23,34,19,1
34,2,3,11,23,34,34,1
34,10,2,12,23,34,16,1
34,2,2,13,23,34,16,1
34,2,2,13,23,34,16,1
34,2,2,13,23,34,21,1
34,8,2,16,23,34,33,1
54,2,6,16,23,34,54,2
34,2,2,17,23,34,32,1
55,2,2,18,23,34,55,2
34,5,2,18,23,34,18,1
34,5,2,19,23,34,29,1
34,2,2,21,23,34,28,1
54,0,2,28,23,34,54,2
37,2,2,29,23,34,37,1
48,0,2,35,23,34,48,1
58,8,3,38,23,34,58,2
62,10,3,38,23,34,62,2
72,2,3,40,23,34,72,2
77,5,6,40,23,34,77,2
64,5,5,43,23,34,64,2
96,8,5,51,23,34,96,2
83,5,3,57,23,34,83,2
117,2,6,61,23,34,117,3
34,2,2,4,25,34,8,1
34,2,2,12,25,34,16,1
34,2,3,12,25,34,18,1
34,0,1,14,25,34,31,1
34,0,2,15,25,34,32,1
34,8,1,16,25,34,22,1
34,2,2,16,25,34,34,1
34,2,3,16,25,34,23,1
34,5,1,17,25,34,24,1
34,2,2,17,25,34,25,1
37,8,5,17,25,34,37,1
34,2,3,18,25,34,30,1
41,0,5,18,25,34,41,1
34,0,2,19,25,34,25,1
34,2,2,19,25,34,26,1
34,2,3,19,25,34,25,1
34,18,1,20,25,34,32,1
34,2,3,21,25,34,22,1
36,2,3,25,25,34,36,1
41,2,2,29,25,34,41,1
61,5,2,29,25,34,61,2
56,8,3,29,25,34,56,2
73,5,3,30,25,34,73,2
39,5,2,31,25,34,39,1
63,8,3,34,25,34,63,2
60,2,3,37,25,34,60,2
78,8,5,52,25,34,78,2
115,5,6,60,25,34,115,3
34,2,3,7,27,34,5,1
34,2,3,10,27,34,12,1
34,0,2,11,27,34,19,1
34,0,2,11,27,34,18,1
34,2,3,11,27,34,30,1
34,2,5,11,27,34,21,1
34,8,2,12,27,34,20,1
34,2,2,13,27,34,16,1
34,0,3,13,27,34,29,1
34,2,2,14,27,34,12,1
34,2,2,14,27,34,26,1
34,2,3,15,27,34,19,1
34,2,2,17,27,34,17,1
34,10,2,18,27,34,23,1
34,2,3,19,27,34,31,1
34,5,2,21,27,34,26,1
34,2,3,22,27,34,28,1
35,2,3,24,27,34,35,1
50,2,2,30,27,34,50,1
58,18,3,30,27,34,58,2
62,10,2,35,27,34,62,2
66,2,5,37,27,34,66,2
81,5,3,41,27,34,81,2
49,5,3,42,27,34,49,1
34,2,2,14,28,34,20,1
36,0,5,15,28,34,36,1
34,5,2,17,28,34,29,1
34,5,2,21,28,34,34,1
34,10,2,22,28,34,22,1
47,8,2,23,28,34,47,1
34,2,3,23,28,34,24,1
58,2,5,23,28,34,58,2
44,2,3,24,28,34,44,1
41,15,2,25,28,34,41,1
54,54,2,27,28,34,28,2
60,2,2,31,28,34,60,2
44,2,3,32,28,34,44,1
50,8,5,32,28,34,50,1
75,5,6,32,28,34,75,2
34,15,1,34,28,34,33,1
59,2,3,34,28,34,59,2
51,5,2,35,28,34,51,2
56,5,3,35,28,34,56,2
67,2,3,36,28,34,67,2
72,8,3,36,28,34,72,2
74,2,3,40,28,34,74,2
34,0,2,3,30,34,6,1
34,0,2,4,30,34,10,1
34,0,2,11,30,34,19,1
34,2,3,14,30,34,19,1
34,5,3,15,30,34,20,1
34,8,3,16,30,34,14,1
34,10,2,17,30,34,28,1
37,10,3,17,30,34,37,1
34,8,3,18,30,34,25,1
34,2,2,19,30,34,25,1
34,2,3,22,30,34,33,1
50,32,3,27,30,34,50,1
34,10,1,29,30,34,33,1
51,2,6,29,30,34,51,2
75,2,3,30,30,34,75,2
58,2,3,32,30,34,58,2
39,2,3,35,30,34,39,1
86,5,3,43,30,34,86,2
34,0,2,7,32,34,7,1
34,2,6,9,32,34,20,1
34,2,3,11,32,34,15,1
34,2,3,12,32,34,18,1
34,20,2,13,32,34,20,1
34,0,2,15,32,34,18,1
34,2,2,15,32,34,30,1
34,5,3,18,32,34,29,1
48,8,3,19,32,34,48,1
34,2,2,23,32,34,27,1
40,2,5,24,32,34,40,1
43,5,3,25,32,34,43,1
